發生時間,處理別,肇事地點,座標-X,座標-Y
2020/1/5 11:31,2,信義區永吉路與松隆路口,121.5702374,25.04568927
2020/1/5 11:38,2,文山區萬盛街3號燈桿處,121.5386013,25.00812846
2020/1/5 12:02,2,文山區辛亥路4段77巷與辛亥路4段口口,121.5586915,25.00736546
2020/1/5 12:35,2,士林區至誠路1段292號,121.5314397,25.10185298
2020/1/5 12:39,2,大安區信義路4段與四維路口,121.548044,25.03336092
2020/1/5 13:10,2,中正區思源街14號對面,121.5315071,25.01431201
2020/1/5 13:33,2,南港區南港路1段與經貿二路口,121.6167156,25.05518181
2020/1/5 13:40,2,大安區安居街75巷與安居街口,121.5527934,25.01906666
2020/1/5 13:51,2,北投區大度路3段往台北方向第128號燈桿前,121.4677577,25.1233351
2020/1/5 14:15,2,大安區羅斯福路4段與基隆路4段口,121.5374287,25.01117086
